ID,IKZ COST,NAME,ELEMENT,TYPE,SUBTYPE_1,SUBTYPE_2,SUBTYPE_3,GATE_PWR,ATK,HP,PLUS_ATK,REF_IP,REF_ID,REF_IP2,REF_ID2,RARITY,ILLUSTRATOR,E_1,E_1_TEXT,E_2,E_2_TEXT,F_TEXT,DEFINITION_TEXT,RULING_TEXT,STAMP,IMG,ALT_IMG,ROW_KEY,SOURCE_RELEASE,SOURCE_ENTRY_ID,SETS,IMAGE_URL,FIELD_SOURCE,MISSING_ALPHA_FIELDS,REVIEW_STATUS
AZK01-091,2,Bubble Adept,Water,Entity,Aquashield,Driftward,,0,2,1,,,,,,UC,Twisted Hand Studio,In Garden Only Ability; Response,You may sacrifice this card: Reduce an entity's attack by 1 until the end of your opponent's turn.,,,,,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-091_Bubble-Adept_E_UC_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-091_Bubble-Adept_E_UC_die,official_gallery_completion,S1-AZK01-091_Bubble-Adept_E_UC_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-091_Bubble-Adept_E_UC_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
AZK01-092,2,Lotus of Reflection,Water,Spell,Lotus,Wavecaller,,,,,,,,,,C,Twisted Hand Studio,Main,"Look at the top 5 cards of your deck, you may reveal a (Water) type card with a cost of 2 or less and add it to your hand or play it.",,,,,Spell,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-092_Lotus-of-Reflection_S_C_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-092_Lotus-of-Reflection_S_C_die,official_gallery_completion,S1-AZK01-092_Lotus-of-Reflection_S_C_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-092_Lotus-of-Reflection_S_C_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_3; GATE_PWR; ATK; HP; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; ALT_IMG,image_credit_read
AZK01-093,7,Naiyara the Tideweaver,Water,Entity,Downcurrent,Mizuryuu,,3,4,4,,,,,,R,Pandart Studio,On Play,"If this card is played in the Garden, put an entity with a cost of 4 or less in your opponent's Garden to the bottom of its owner's deck.",,,,,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-093_Naiyara-the-Tideweaver_E_R_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-093_Naiyara-the-Tideweaver_E_R_die,official_gallery_completion,S1-AZK01-093_Naiyara-the-Tideweaver_E_R_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-093_Naiyara-the-Tideweaver_E_R_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
AZK01-094,1,Hidden Dagger,Lightning,Weapon,Dagger,Shadowfang,,,,,1,,,,,C,Twisted Hand Studio,,This card can be played as a [Response].,,,,,Weapon,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-094_Hidden-Dagger_W_C_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-094_Hidden-Dagger_W_C_die,official_gallery_completion,S1-AZK01-094_Hidden-Dagger_W_C_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-094_Hidden-Dagger_W_C_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_3; GATE_PWR; ATK; HP; REF_IP; REF_ID; REF_IP2; REF_ID2; E_1; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; ALT_IMG,image_credit_read
AZK01-095,4,Stormglass Katana,Lightning,Weapon,Riftwalk,Sword,,,,,3,,,,,C,Twisted Hand Studio,,"When equipped to a leader, the leader can attack untapped or tapped entities in your opponent's Alley.",,(Weapon) cards can be equipped to entities or leaders in the Garden and go to the discard pile at the end of the turn.,,,Weapon,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-095_Stormglass-Katana_W_C_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-095_Stormglass-Katana_W_C_die,official_gallery_completion,S1-AZK01-095_Stormglass-Katana_W_C_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-095_Stormglass-Katana_W_C_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_3; GATE_PWR; ATK; HP; REF_IP; REF_ID; REF_IP2; REF_ID2; E_1; E_2; F_TEXT; DEFINITION_TEXT; ALT_IMG,image_credit_read
AZK01-096,2,Ninpō: Thunderstep,Lightning,Spell,Voltguard,,,,,,,,,,,UC,Twisted Hand Studio,Response,Swap an entity in your Garden with an entity in your Alley.,,"If the Garden entity being swapped out is the target of an attack, the Alley entity being swapped into the Garden becomes the new target.",,,Spell,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-096_Ninpo-Thunderstep_S_UC_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-096_Ninpo-Thunderstep_S_UC_die,official_gallery_completion,S1-AZK01-096_Ninpo-Thunderstep_S_UC_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-096_Ninpo-Thunderstep_S_UC_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_2; SUBTYPE_3; GATE_PWR; ATK; HP; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; F_TEXT; DEFINITION_TEXT; ALT_IMG,image_credit_read
AZK01-097,2,Black Jade Pawnbroker,Lightning,Entity,Black Jade,Merchant,Steelborn,1,1,1,,,,,,C,Twisted Hand Studio,On Play,"Put 5 cards from the top of your deck into your discard pile. If any of the discarded cards are (Weapon) cards, you may add 1 of them to your hand.",,,,,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-097_Black-Jade-Pawnbroker_E_C_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-097_Black-Jade-Pawnbroker_E_C_die,official_gallery_completion,S1-AZK01-097_Black-Jade-Pawnbroker_E_C_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-097_Black-Jade-Pawnbroker_E_C_die.jpg,official_gallery_api; image_view_illustrator,PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
AZK01-098,4,"Arms Dealer, Kin",Lightning,Entity,Merchant,Steelborn,,1,2,2,,,,,,C,Twisted Hand Studio,On Play,"If this card is played in the Alley, you may tap this card: Play a (Weapon) card with a cost of 3 cost or less from your hand.",,,,,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-098_Arms-Dealer-Kin_E_C_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-098_Arms-Dealer-Kin_E_C_die,official_gallery_completion,S1-AZK01-098_Arms-Dealer-Kin_E_C_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-098_Arms-Dealer-Kin_E_C_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
AZK01-099,7,"Raiko's Wrath, Shin",Lightning,Entity,Shockcoil,Stormcaller,Tiger,3,4,4,,,,,,SR ★,Malcolm Wope,On Play,"Choose one:
- An entity with a cost of 5 or less in your opponent's Garden becomes ""Shocked"" (Does not untap during its next untap phase).
- This entity gains Charge (Can attack the same turn it enters the Garden) until the end of the turn.",,,,Charge; Shocked,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-099A_Raikos-Wrath-Shin_E_SR_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-099A_Raikos-Wrath-Shin_E_SR_die,official_gallery_completion,S1-AZK01-099A_Raikos-Wrath-Shin_E_SR_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-099A_Raikos-Wrath-Shin_E_SR_die.jpg,official_gallery_api; image_view_illustrator,PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
AZK01-099,7,"Raiko's Wrath, Shin",Lightning,Entity,Shockcoil,Stormcaller,Tiger,3,4,4,,,,,,SR,DKANG!,On Play,"Choose one:
- An entity with a cost of 5 or less in your opponent's Garden becomes ""Shocked"" (Does not untap during its next untap phase).
- This entity gains Charge (Can attack the same turn it enters the Garden) until the end of the turn.",,,,Charge; Shocked,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-099_Raikos-Wrath-Shin_E_SR_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-099_Raikos-Wrath-Shin_E_SR_die,official_gallery_completion,S1-AZK01-099_Raikos-Wrath-Shin_E_SR_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-099_Raikos-Wrath-Shin_E_SR_die.jpg,official_gallery_api; image_view_illustrator,PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
AZK01-100,2,Raizan's Riposte,Lightning,Spell,Raizan,Steelborn,,,,,,,,,,C,Twisted Hand Studio,Response,Play from your discard pile a (Weapon) card with a cost of 2 or less.,,,,,Spell,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-100_Raizans-Riposte_S_C_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-100_Raizans-Riposte_S_C_die,official_gallery_completion,S1-AZK01-100_Raizans-Riposte_S_C_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-100_Raizans-Riposte_S_C_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_3; GATE_PWR; ATK; HP; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; ALT_IMG,image_credit_read
AZK01-101,3,Sand Stands Still,Earth,Spell,Earthwarden,,,,,,,,,,,SR,Pandart Studio,Main; Response,Give an (Earth) entity in your Garden +3 health until the end of the turn.,,,,,Spell,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-101_Sand-Stands-Still_S_SR_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-101_Sand-Stands-Still_S_SR_die,official_gallery_completion,S1-AZK01-101_Sand-Stands-Still_S_SR_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-101_Sand-Stands-Still_S_SR_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_2; SUBTYPE_3; GATE_PWR; ATK; HP; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; ALT_IMG,image_credit_read
AZK01-102,2,Oathstone,Earth,Spell,Obsidian,,,,,,,,,,,C,Twisted Hand Studio,Response,Give an entity with a cost of 4 or less Carapace 1 (Takes 1 less damage from all damage sources) until the end of the turn.,,,,Carapace,Spell,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-102_Oathstone_S_C_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-102_Oathstone_S_C_die,official_gallery_completion,S1-AZK01-102_Oathstone_S_C_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-102_Oathstone_S_C_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_2; SUBTYPE_3; GATE_PWR; ATK; HP; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; ALT_IMG,image_credit_read
AZK01-103,5,Dropline Station,Earth,Entity,Earthfury,,,3,0,4,,,,,,UC,Twisted Hand Studio,In Garden Only Ability,"(TAP) Sacrifice an untapped (Earth) entity in your Garden: Deal damage equal to the sacrificed card's health to a leader, capped at 5 damage. If the sacrificed entity had 3 or more health, draw 1.
(This ability is not affected by Cooldown)",,,,,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-103_Dropline-Station_E_UC_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-103_Dropline-Station_E_UC_die,official_gallery_completion,S1-AZK01-103_Dropline-Station_E_UC_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-103_Dropline-Station_E_UC_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_2; SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
AZK01-104,6,Sanzu's Envoy,Earth,Entity,Stonemend,Verdant,,3,4,4,,,,,,UC,Twisted Hand Studio,On Play,"If this card is played in the Garden, you may discard 1: Heal 2 to your leader.",,,,,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-104_Sanzus-Envoy_E_UC_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-104_Sanzus-Envoy_E_UC_die,official_gallery_completion,S1-AZK01-104_Sanzus-Envoy_E_UC_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-104_Sanzus-Envoy_E_UC_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
AZK01-105,4,Prickly Tumbleweed,Earth,Entity,Earthfury,,,2,1,3,,,,,,C,Twisted Hand Studio,In Garden Only Ability; Main,Sacrifice this card: Deal damage equal to this card's health to a leader or an entity in your opponent's Garden.,,,,,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-105_Prickly-Tumbleweed_E_C_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-105_Prickly-Tumbleweed_E_C_die,official_gallery_completion,S1-AZK01-105_Prickly-Tumbleweed_E_C_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-105_Prickly-Tumbleweed_E_C_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_2; SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
AZK01-106,10,"Lord of Sands, Ōsunanami",Earth,Entity,Colossal,Sandstrider,,3,6,6,,,,,,SR ★,,Defender,"When this card is in your hand, its cost is reduced by 1 for every entity with Defender in your Garden.",,,,Defender,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-106A_Lord-of-Sands-Osunanami_E_SR_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-106A_Lord-of-Sands-Osunanami_E_SR_die,official_gallery_completion,S1-AZK01-106A_Lord-of-Sands-Osunanami_E_SR_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-106A_Lord-of-Sands-Osunanami_E_SR_die.jpg,official_gallery_api,SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; ILLUSTRATOR; E_2; E_2_TEXT; F_TEXT; RULING_TEXT; ALT_IMG,needs_image_credit_review
AZK01-106,10,"Lord of Sands, Ōsunanami",Earth,Entity,Colossal,Sandstrider,,3,6,6,,,,,,SR,Pandart Studio,Defender,"When this card is in your hand, its cost is reduced by 1 for every entity with Defender in your Garden.",,,,Defender,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-106_Lord-of-Sands-Osunanami_E_SR_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-106_Lord-of-Sands-Osunanami_E_SR_die,official_gallery_completion,S1-AZK01-106_Lord-of-Sands-Osunanami_E_SR_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-106_Lord-of-Sands-Osunanami_E_SR_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
AZK01-107,0,Offering to Stillstone,Earth,Spell,Verdant,,,,,,,,,,,C,Twisted Hand Studio,Main,"Discard 1: If you do not have an IKZ token, add 1. The IKZ token expires at the end of your turn.",,,,,Spell,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-107_Offering-to-Stillstone_S_C_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-107_Offering-to-Stillstone_S_C_die,official_gallery_completion,S1-AZK01-107_Offering-to-Stillstone_S_C_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-107_Offering-to-Stillstone_S_C_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_2; SUBTYPE_3; GATE_PWR; ATK; HP; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; ALT_IMG,image_credit_read
AZK01-108,5,Crushing Weight,Earth,Spell,Earthfury,,,,,,,,,,,R,Pandart Studio,Main,"Deal damage equal to the health of an (Earth) entity in your Garden to a leader or an entity in your opponent's Garden, capped at 5 damage.",,,,,Spell,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-108_Crushing-Weight_S_R_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-108_Crushing-Weight_S_R_die,official_gallery_completion,S1-AZK01-108_Crushing-Weight_S_R_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-108_Crushing-Weight_S_R_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_2; SUBTYPE_3; GATE_PWR; ATK; HP; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; ALT_IMG,image_credit_read
AZK01-109,6,Rock Sloth,Earth,Entity,Obsidian,Sloth,,3,3,4,,,,,,C,Twisted Hand Studio,Carapace,Carapace 1 (Takes 1 less damage from all damage sources),,,,Carapace,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-109_Rock-Sloth_E_C_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-109_Rock-Sloth_E_C_die,official_gallery_completion,S1-AZK01-109_Rock-Sloth_E_C_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-109_Rock-Sloth_E_C_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
AZK01-110,4,"Gluttonous Devourer, Kasha",Fire,Entity,Loneflame,Red Panda,,2,2,2,,,,,,UC,Twisted Hand Studio,When Attacking,You may sacrifice all other entities in your Garden: This entity gains +1 attack for each entity sacrificed this way.,,,,,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-110_Gluttonous-Devourer-Kasha_E_UC_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-110_Gluttonous-Devourer-Kasha_E_UC_die,official_gallery_completion,S1-AZK01-110_Gluttonous-Devourer-Kasha_E_UC_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-110_Gluttonous-Devourer-Kasha_E_UC_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
AZK01-111,3,Black Jade Decoy,Fire,Entity,Ashveil,Black Jade,Shikigami,1,2,2,,,,,,R,Twisted Hand Studio,In Alley Only Ability; Main,"You may sacrifice this card: Deal up to 2 damage to an entity in your opponent's Garden, then you may play an entity with a cost of 2 or less from your hand in the Garden.",,,,,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-111_Black-Jade-Decoy_E_R_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-111_Black-Jade-Decoy_E_R_die,official_gallery_completion,S1-AZK01-111_Black-Jade-Decoy_E_R_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-111_Black-Jade-Decoy_E_R_die.jpg,official_gallery_api; image_view_illustrator,PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
AZK01-112,6,Enrai Shakunetsu,Fire,Entity,Blazerker,Loneflame,,2,4,3,,,,,,SR ★,Qin Fang,On Play,"You may sacrifice an untapped entity in your Garden: If you control no entities in the Garden, this entity gains Charge (Can attack the same turn it enters the Garden) until the end of the turn.",,,,Charge,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-112A_Enrai-Shakunetsu_E_SR_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-112A_Enrai-Shakunetsu_E_SR_die,official_gallery_completion,S1-AZK01-112A_Enrai-Shakunetsu_E_SR_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-112A_Enrai-Shakunetsu_E_SR_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
AZK01-112,6,Enrai Shakunetsu,Fire,Entity,Blazerker,Loneflame,,2,4,3,,,,,,SR,Twisted Hand Studio,On Play,"You may sacrifice an untapped entity in your Garden: If you control no entities in the Garden, this entity gains Charge (Can attack the same turn it enters the Garden) until the end of the turn.",,,,Charge,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-112_Enrai-Shakunetsu_E_SR_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-112_Enrai-Shakunetsu_E_SR_die,official_gallery_completion,S1-AZK01-112_Enrai-Shakunetsu_E_SR_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-112_Enrai-Shakunetsu_E_SR_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
AZK01-113,2,Cinderwake Pursuer,Fire,Entity,Blazerker,Cinderwake,,1,2,1,,,,,,C,Twisted Hand Studio,On Play,"If you played 2 other cards this turn, this entity gains Charge (Can attack the same turn it enters the Garden) until the end of the turn.",,,,Charge,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-113_Cinderwake-Pursuer_E_C_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-113_Cinderwake-Pursuer_E_C_die,official_gallery_completion,S1-AZK01-113_Cinderwake-Pursuer_E_C_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-113_Cinderwake-Pursuer_E_C_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
AZK01-114,3,Omen Peddler,Fire,Entity,Elder,Scorchweaver,,0,2,1,,,,,,R,Samuel Gildas,On Play,"If this card is played in the Alley, deal 2 damage to an entity in your opponent's Garden.",,,,,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-114_Omen-Peddler_E_R_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-114_Omen-Peddler_E_R_die,official_gallery_completion,S1-AZK01-114_Omen-Peddler_E_R_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-114_Omen-Peddler_E_R_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
AZK01-115,2,Crazed Arsonist,Fire,Entity,Scorchweaver,Wildfire,,0,1,2,,,,,,C,Twisted Hand Studio,When Attacking,You must deal 1 damage to all leaders.,When Sacrificed,You must deal 1 damage to all leaders.,,,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-115_Crazed-Arsonist_E_C_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-115_Crazed-Arsonist_E_C_die,official_gallery_completion,S1-AZK01-115_Crazed-Arsonist_E_C_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-115_Crazed-Arsonist_E_C_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
AZK01-116,4,Tenmoku Daiki,Fire,Entity,Blazerker,Brawler,,3,3,2,,,,,,R,Pandart Studio,,Charge (Can attack the same turn it enters the Garden),On Play,You must deal 3 damage to your leader.,,Charge,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-116_Tenmoku-Daiki_E_R_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-116_Tenmoku-Daiki_E_R_die,official_gallery_completion,S1-AZK01-116_Tenmoku-Daiki_E_R_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-116_Tenmoku-Daiki_E_R_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_1; F_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
AZK01-117,1,Ignition Pact,Fire,Spell,Blazerker,,,,,,,,,,,UC,Twisted Hand Studio,Main,Deal 2 damage to your leader: Give an entity with a cost of 5 or less Charge (Can attack the same turn it enters the Garden) until the end of the turn.,,,,Charge,Spell,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-117_Ignition-Pact_S_UC_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-117_Ignition-Pact_S_UC_die,official_gallery_completion,S1-AZK01-117_Ignition-Pact_S_UC_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-117_Ignition-Pact_S_UC_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_2; SUBTYPE_3; GATE_PWR; ATK; HP; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; ALT_IMG,image_credit_read
AZK01-118,4,Bandit Ringleader,Fire,Entity,Bandit,Scorchweaver,,2,2,2,,,,,,C,Twisted Hand Studio,On Play,"You may deal 1 damage to an entity in your Garden: If you played 2 other cards this turn, deal up to 2 damage to an entity in your opponent's Garden.",,,,,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-118_Bandit-Ringleader_E_C_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-118_Bandit-Ringleader_E_C_die,official_gallery_completion,S1-AZK01-118_Bandit-Ringleader_E_C_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-118_Bandit-Ringleader_E_C_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
